"","dt","AverageTemperature","AverageTemperatureUncertainty","Country","year","Category","Temp_F"
"244273","1844-02-01",17.971,1.624,"India",1844,"Cold",64.3478
"244274","1844-03-01",23.072,1.822,"India",1844,"Normal",73.5296
"244275","1844-04-01",26.745,1.123,"India",1844,"Normal",80.141
"244276","1844-05-01",28.368,1.144,"India",1844,"Hot",83.0624
"244277","1844-06-01",28.341,0.843,"India",1844,"Hot",83.0138
"244278","1844-07-01",26.32,1.029,"India",1844,"Normal",79.376
"244279","1844-08-01",25.485,2.326,"India",1844,"Normal",77.873
"244280","1844-09-01",24.646,0.894,"India",1844,"Normal",76.3628
"244281","1844-10-01",23.156,1.013,"India",1844,"Normal",73.6808
"244282","1844-11-01",19.836,0.994,"India",1844,"Cold",67.7048
"244283","1844-12-01",16.819,1.484,"India",1844,"Cold",62.2742
"244284","1845-01-01",16.9,1.44,"India",1845,"Cold",62.42
"244285","1845-02-01",18.51,2.085,"India",1845,"Cold",65.318
"244286","1845-03-01",23.43,1.085,"India",1845,"Normal",74.174
"244287","1845-04-01",26.783,1.599,"India",1845,"Normal",80.2094
"244288","1845-05-01",29.158,0.941,"India",1845,"Hot",84.4844
"244289","1845-06-01",28.252,1.067,"India",1845,"Hot",82.8536
"244290","1845-07-01",26.902,0.941,"India",1845,"Normal",80.4236
"244291","1845-08-01",25.795,0.931,"India",1845,"Normal",78.431
"244292","1845-09-01",25.258,1.019,"India",1845,"Normal",77.4644
"244293","1845-10-01",23.05,0.994,"India",1845,"Normal",73.49
"244294","1845-11-01",19.824,0.961,"India",1845,"Cold",67.6832
"244295","1845-12-01",16.256,1.749,"India",1845,"Cold",61.2608
"244296","1846-01-01",17.963,1.621,"India",1846,"Cold",64.3334
"244297","1846-02-01",19.517,1.028,"India",1846,"Cold",67.1306
"244298","1846-03-01",24.426,1.68,"India",1846,"Normal",75.9668
"244299","1846-04-01",26.804,1.485,"India",1846,"Normal",80.2472
"244300","1846-05-01",29.276,1.266,"India",1846,"Hot",84.6968
"244301","1846-06-01",28.723,1.979,"India",1846,"Hot",83.7014
"244302","1846-07-01",27.418,1.776,"India",1846,"Normal",81.3524
"244303","1846-08-01",26.14,1.384,"India",1846,"Normal",79.052
"244304","1846-09-01",25.14,1.7,"India",1846,"Normal",77.252
"244305","1846-10-01",22.828,1.218,"India",1846,"Normal",73.0904
"244306","1846-11-01",20.151,1.506,"India",1846,"Normal",68.2718
"244307","1846-12-01",17.244,1.348,"India",1846,"Cold",63.0392
"244308","1847-01-01",17.203,2.948,"India",1847,"Cold",62.9654
"244309","1847-02-01",19.184,1.797,"India",1847,"Cold",66.5312
"244310","1847-03-01",22.714,1.155,"India",1847,"Normal",72.8852
"244311","1847-04-01",27.143,1.142,"India",1847,"Normal",80.8574
"244312","1847-05-01",28.803,1.107,"India",1847,"Hot",83.8454
"244313","1847-06-01",28.256,1.32,"India",1847,"Hot",82.8608
"244314","1847-07-01",26.877,1.378,"India",1847,"Normal",80.3786
"244315","1847-08-01",25.736,1.086,"India",1847,"Normal",78.3248
"244316","1847-09-01",25.202,1.114,"India",1847,"Normal",77.3636
"244317","1847-10-01",23.179,1.108,"India",1847,"Normal",73.7222
"244318","1847-11-01",19.965,1.343,"India",1847,"Cold",67.937
"244319","1847-12-01",15.558,1.132,"India",1847,"Cold",60.0044
"244320","1848-01-01",15.931,1.7,"India",1848,"Cold",60.6758
"244321","1848-02-01",19.245,1.429,"India",1848,"Cold",66.641
"244322","1848-03-01",22.931,0.808,"India",1848,"Normal",73.2758
"244323","1848-04-01",26.672,1.183,"India",1848,"Normal",80.0096
"244324","1848-05-01",28.837,1.305,"India",1848,"Hot",83.9066
"244325","1848-06-01",27.942,1.836,"India",1848,"Normal",82.2956
"244326","1848-07-01",26.885,1.544,"India",1848,"Normal",80.393
"244327","1848-08-01",25.693,1.262,"India",1848,"Normal",78.2474
"244328","1848-09-01",25.08,1.285,"India",1848,"Normal",77.144
"244329","1848-10-01",23.107,1.24,"India",1848,"Normal",73.5926
"244330","1848-11-01",19.552,0.867,"India",1848,"Cold",67.1936
"244331","1848-12-01",16.856,1.182,"India",1848,"Cold",62.3408
"244332","1849-01-01",16.002,0.947,"India",1849,"Cold",60.8036
"244333","1849-02-01",18.572,1.995,"India",1849,"Cold",65.4296
"244334","1849-03-01",23.277,2.014,"India",1849,"Normal",73.8986
"244335","1849-04-01",26.931,1.744,"India",1849,"Normal",80.4758
"244336","1849-05-01",28.961,0.864,"India",1849,"Hot",84.1298
"244337","1849-06-01",27.975,1.554,"India",1849,"Normal",82.355
"244338","1849-07-01",26.631,1.065,"India",1849,"Normal",79.9358
"244339","1849-08-01",25.641,1.174,"India",1849,"Normal",78.1538
"244340","1849-09-01",25.006,1.294,"India",1849,"Normal",77.0108
"244341","1849-10-01",23.396,1.518,"India",1849,"Normal",74.1128
"244342","1849-11-01",20.333,1.185,"India",1849,"Normal",68.5994
"244343","1849-12-01",15.966,1.385,"India",1849,"Cold",60.7388
"244344","1850-01-01",15.898,1.358,"India",1850,"Cold",60.6164
"244345","1850-02-01",18.741,1.758,"India",1850,"Cold",65.7338
"244346","1850-03-01",22.975,2.893,"India",1850,"Normal",73.355
"244347","1850-04-01",26.744,1.297,"India",1850,"Normal",80.1392
"244348","1850-05-01",28.587,0.867,"India",1850,"Hot",83.4566
"244349","1850-06-01",28.79,0.902,"India",1850,"Hot",83.822
"244350","1850-07-01",27.063,0.888,"India",1850,"Normal",80.7134
"244351","1850-08-01",26.111,1.1,"India",1850,"Normal",78.9998
"244352","1850-09-01",25.492,0.792,"India",1850,"Normal",77.8856
"244353","1850-10-01",24.488,2.35,"India",1850,"Normal",76.0784
"244354","1850-11-01",20.602,3.049,"India",1850,"Normal",69.0836
"244355","1850-12-01",16.564,1.073,"India",1850,"Cold",61.8152
"244356","1851-01-01",16.091,1.211,"India",1851,"Cold",60.9638
"244357","1851-02-01",18.646,1.266,"India",1851,"Cold",65.5628
"244358","1851-03-01",22.994,1.343,"India",1851,"Normal",73.3892
"244359","1851-04-01",26.714,1.263,"India",1851,"Normal",80.0852
"244360","1851-05-01",29.508,1.035,"India",1851,"Hot",85.1144
"244361","1851-06-01",28.498,1.188,"India",1851,"Hot",83.2964
"244362","1851-07-01",26.798,1.41,"India",1851,"Normal",80.2364
"244363","1851-08-01",26.045,1.135,"India",1851,"Normal",78.881
"244364","1851-09-01",25.681,1.038,"India",1851,"Normal",78.2258
"244365","1851-10-01",24.015,1.537,"India",1851,"Normal",75.227
"244366","1851-11-01",19.906,1.144,"India",1851,"Cold",67.8308
"244367","1851-12-01",16.926,2.26,"India",1851,"Cold",62.4668
"244368","1852-01-01",16.816,1.927,"India",1852,"Cold",62.2688
"244369","1852-02-01",19.474,1.598,"India",1852,"Cold",67.0532
"244370","1852-03-01",22.372,1.307,"India",1852,"Normal",72.2696
"244371","1852-04-01",26.567,1.643,"India",1852,"Normal",79.8206
"244372","1852-05-01",29.053,1.48,"India",1852,"Hot",84.2954
"244373","1852-06-01",28.549,0.916,"India",1852,"Hot",83.3882
"244374","1852-07-01",26.79,1.313,"India",1852,"Normal",80.222
"244375","1852-08-01",25.687,1.091,"India",1852,"Normal",78.2366
"244376","1852-09-01",25.395,0.931,"India",1852,"Normal",77.711
"244377","1852-10-01",23.374,1.275,"India",1852,"Normal",74.0732
"244378","1852-11-01",19.466,1.16,"India",1852,"Cold",67.0388
"244379","1852-12-01",16.997,1.922,"India",1852,"Cold",62.5946
"244380","1853-01-01",15.862,1.72,"India",1853,"Cold",60.5516
"244381","1853-02-01",18.969,2.382,"India",1853,"Cold",66.1442
"244382","1853-03-01",23.503,1.18,"India",1853,"Normal",74.3054
"244383","1853-04-01",26.995,1.385,"India",1853,"Normal",80.591
"244384","1853-05-01",29.598,0.782,"India",1853,"Hot",85.2764
"244385","1853-06-01",29.362,0.805,"India",1853,"Hot",84.8516
"244386","1853-07-01",27.497,0.862,"India",1853,"Normal",81.4946
"244387","1853-08-01",26.145,0.926,"India",1853,"Normal",79.061
"244388","1853-09-01",25.714,0.856,"India",1853,"Normal",78.2852
"244389","1853-10-01",23.549,0.847,"India",1853,"Normal",74.3882
"244390","1853-11-01",19.694,1.217,"India",1853,"Cold",67.4492
"244391","1853-12-01",17.097,0.805,"India",1853,"Cold",62.7746
"244392","1854-01-01",16.844,1.46,"India",1854,"Cold",62.3192
"244393","1854-02-01",18.469,1.314,"India",1854,"Cold",65.2442
"244394","1854-03-01",23.49,0.794,"India",1854,"Normal",74.282
"244395","1854-04-01",26.871,1.636,"India",1854,"Normal",80.3678
"244396","1854-05-01",29.674,1.099,"India",1854,"Hot",85.4132
"244397","1854-06-01",28.847,1.257,"India",1854,"Hot",83.9246
"244398","1854-07-01",27.28,1.2,"India",1854,"Normal",81.104
"244399","1854-08-01",26.168,1.268,"India",1854,"Normal",79.1024
"244400","1854-09-01",25.409,1.04,"India",1854,"Normal",77.7362
"244401","1854-10-01",24.276,1.319,"India",1854,"Normal",75.6968
"244402","1854-11-01",20.507,1.132,"India",1854,"Normal",68.9126
"244403","1854-12-01",17.274,1.761,"India",1854,"Cold",63.0932
"244404","1855-01-01",17.122,1.595,"India",1855,"Cold",62.8196
"244405","1855-02-01",19.491,1.338,"India",1855,"Cold",67.0838
"244406","1855-03-01",23.327,1.22,"India",1855,"Normal",73.9886
"244407","1855-04-01",27.919,1.514,"India",1855,"Normal",82.2542
"244408","1855-05-01",30.131,1.268,"India",1855,"Hot",86.2358
"244409","1855-06-01",28.851,1.193,"India",1855,"Hot",83.9318
"244410","1855-07-01",27.083,1.228,"India",1855,"Normal",80.7494
"244411","1855-08-01",26.162,1.178,"India",1855,"Normal",79.0916
"244412","1855-09-01",25.429,1.087,"India",1855,"Normal",77.7722
"244413","1855-10-01",23.376,1.257,"India",1855,"Normal",74.0768
"244414","1855-11-01",19.943,1.094,"India",1855,"Cold",67.8974
"244415","1855-12-01",16.271,1.755,"India",1855,"Cold",61.2878
"244416","1856-01-01",16.928,1.195,"India",1856,"Cold",62.4704
"244417","1856-02-01",19.006,1.633,"India",1856,"Cold",66.2108
"244418","1856-03-01",23.084,1.394,"India",1856,"Normal",73.5512
"244419","1856-04-01",26.949,1.088,"India",1856,"Normal",80.5082
"244420","1856-05-01",29.095,1.462,"India",1856,"Hot",84.371
"244421","1856-06-01",28.716,1.399,"India",1856,"Hot",83.6888
"244422","1856-07-01",26.478,1.176,"India",1856,"Normal",79.6604
"244423","1856-08-01",24.847,1.742,"India",1856,"Normal",76.7246
"244424","1856-09-01",24.87,1.336,"India",1856,"Normal",76.766
"244425","1856-10-01",22.99,1.082,"India",1856,"Normal",73.382
"244426","1856-11-01",19.765,1.081,"India",1856,"Cold",67.577
"244427","1856-12-01",16.776,1.324,"India",1856,"Cold",62.1968
"244428","1857-01-01",16.039,1.239,"India",1857,"Cold",60.8702
"244429","1857-02-01",18.305,1.622,"India",1857,"Cold",64.949
"244430","1857-03-01",22.687,1.102,"India",1857,"Normal",72.8366
"244431","1857-04-01",26.196,1.136,"India",1857,"Normal",79.1528
"244432","1857-05-01",28.663,1.069,"India",1857,"Hot",83.5934
"244433","1857-06-01",27.666,1.375,"India",1857,"Normal",81.7988
"244434","1857-07-01",26.262,1.314,"India",1857,"Normal",79.2716
"244435","1857-08-01",25.531,1.104,"India",1857,"Normal",77.9558
"244436","1857-09-01",25.11,1.023,"India",1857,"Normal",77.198
"244437","1857-10-01",22.736,1.533,"India",1857,"Normal",72.9248
"244438","1857-11-01",19.622,1.459,"India",1857,"Cold",67.3196
"244439","1857-12-01",16.757,1.388,"India",1857,"Cold",62.1626
"244440","1858-01-01",17.017,1.717,"India",1858,"Cold",62.6306
"244441","1858-02-01",18.986,1.148,"India",1858,"Cold",66.1748
"244442","1858-03-01",23.347,1.269,"India",1858,"Normal",74.0246
"244443","1858-04-01",27.872,1.387,"India",1858,"Normal",82.1696
"244444","1858-05-01",29.408,1.388,"India",1858,"Hot",84.9344
"244445","1858-06-01",28.51,1.23,"India",1858,"Hot",83.318
"244446","1858-07-01",26.404,1.252,"India",1858,"Normal",79.5272
"244447","1858-08-01",25.707,1.165,"India",1858,"Normal",78.2726
"244448","1858-09-01",25.259,1.118,"India",1858,"Normal",77.4662
"244449","1858-10-01",23.707,1.25,"India",1858,"Normal",74.6726
"244450","1858-11-01",20.666,1.283,"India",1858,"Normal",69.1988
"244451","1858-12-01",16.318,1.293,"India",1858,"Cold",61.3724
"244452","1859-01-01",16.65,1.178,"India",1859,"Cold",61.97
"244453","1859-02-01",19.179,1.214,"India",1859,"Cold",66.5222
"244454","1859-03-01",23.664,1.283,"India",1859,"Normal",74.5952
"244455","1859-04-01",27.814,1.383,"India",1859,"Normal",82.0652
"244456","1859-05-01",29.891,1.201,"India",1859,"Hot",85.8038
"244457","1859-06-01",28.818,1.24,"India",1859,"Hot",83.8724
"244458","1859-07-01",26.559,1.156,"India",1859,"Normal",79.8062
"244459","1859-08-01",25.559,1.1,"India",1859,"Normal",78.0062
"244460","1859-09-01",25.1,1.083,"India",1859,"Normal",77.18
"244461","1859-10-01",23.766,1.199,"India",1859,"Normal",74.7788
"244462","1859-11-01",20.244,1.419,"India",1859,"Normal",68.4392
"244463","1859-12-01",16.809,1.478,"India",1859,"Cold",62.2562
"244464","1860-01-01",16.324,1.177,"India",1860,"Cold",61.3832
"244465","1860-02-01",18.812,1.228,"India",1860,"Cold",65.8616
"244466","1860-03-01",22.138,1.504,"India",1860,"Normal",71.8484
"244467","1860-04-01",27.185,1.209,"India",1860,"Normal",80.933
"244468","1860-05-01",29.518,1.136,"India",1860,"Hot",85.1324
"244469","1860-06-01",28.86,1.126,"India",1860,"Hot",83.948
"244470","1860-07-01",26.882,1.106,"India",1860,"Normal",80.3876
"244471","1860-08-01",26.149,1.21,"India",1860,"Normal",79.0682
"244472","1860-09-01",25.839,1.181,"India",1860,"Normal",78.5102
"244473","1860-10-01",23.672,1.133,"India",1860,"Normal",74.6096
"244474","1860-11-01",19.835,1.127,"India",1860,"Cold",67.703
"244475","1860-12-01",15.548,1.154,"India",1860,"Cold",59.9864
"244476","1861-01-01",15.27,1.363,"India",1861,"Cold",59.486
"244477","1861-02-01",18.336,1.177,"India",1861,"Cold",65.0048
"244478","1861-03-01",23.034,1.185,"India",1861,"Normal",73.4612
"244479","1861-04-01",26.995,1.252,"India",1861,"Normal",80.591
"244480","1861-05-01",29.198,1.201,"India",1861,"Hot",84.5564
"244481","1861-06-01",28.588,1.494,"India",1861,"Hot",83.4584
"244482","1861-07-01",26.642,1.346,"India",1861,"Normal",79.9556
"244483","1861-08-01",25.819,1.168,"India",1861,"Normal",78.4742
"244484","1861-09-01",25.318,1.081,"India",1861,"Normal",77.5724
"244485","1861-10-01",23.41,1.087,"India",1861,"Normal",74.138
"244486","1861-11-01",20.327,1.406,"India",1861,"Normal",68.5886
"244487","1861-12-01",16.655,1.513,"India",1861,"Cold",61.979
"244488","1862-01-01",15.332,1.307,"India",1862,"Cold",59.5976
"244489","1862-02-01",17.901,1.325,"India",1862,"Cold",64.2218
"244490","1862-03-01",22.746,1.196,"India",1862,"Normal",72.9428
"244524","1865-01-01",17.287,1.127,"India",1865,"Cold",63.1166
"244525","1865-02-01",19.031,1.933,"India",1865,"Cold",66.2558
"244526","1865-03-01",22.661,1.203,"India",1865,"Normal",72.7898
"244527","1865-04-01",26.937,1.312,"India",1865,"Normal",80.4866
"244528","1865-05-01",29.503,1.471,"India",1865,"Hot",85.1054
"244529","1865-06-01",29.257,1.128,"India",1865,"Hot",84.6626
"244530","1865-07-01",26.924,1.117,"India",1865,"Normal",80.4632
"244531","1865-08-01",26.052,1.134,"India",1865,"Normal",78.8936
"244532","1865-09-01",26.048,1.084,"India",1865,"Normal",78.8864
"244533","1865-10-01",24.073,1.124,"India",1865,"Normal",75.3314
"244534","1865-11-01",20.838,1.223,"India",1865,"Normal",69.5084
"244535","1865-12-01",16.863,1.322,"India",1865,"Cold",62.3534
"244536","1866-01-01",17.224,1.284,"India",1866,"Cold",63.0032
"244537","1866-02-01",18.834,1.346,"India",1866,"Cold",65.9012
"244538","1866-03-01",23.022,1.183,"India",1866,"Normal",73.4396
"244539","1866-04-01",27.506,1.322,"India",1866,"Normal",81.5108
"244540","1866-05-01",29.919,1.337,"India",1866,"Hot",85.8542
"244541","1866-06-01",28.815,1.159,"India",1866,"Hot",83.867
"244542","1866-07-01",27.153,1.261,"India",1866,"Normal",80.8754
"244543","1866-08-01",25.955,1.181,"India",1866,"Normal",78.719
"244544","1866-09-01",25.745,1.233,"India",1866,"Normal",78.341
"244545","1866-10-01",23.598,1.108,"India",1866,"Normal",74.4764
"244546","1866-11-01",20.313,1.148,"India",1866,"Normal",68.5634
"244547","1866-12-01",17.792,1.244,"India",1866,"Cold",64.0256
"244548","1867-01-01",17.011,1.29,"India",1867,"Cold",62.6198
"244549","1867-02-01",18.965,1.116,"India",1867,"Cold",66.137
"244550","1867-03-01",23.342,1.201,"India",1867,"Normal",74.0156
"244551","1867-04-01",27.576,1.219,"India",1867,"Normal",81.6368
"244552","1867-05-01",29.356,1.143,"India",1867,"Hot",84.8408
"244553","1867-06-01",29.002,1.136,"India",1867,"Hot",84.2036
"244554","1867-07-01",26.886,1.148,"India",1867,"Normal",80.3948
"244555","1867-08-01",26.011,1.214,"India",1867,"Normal",78.8198
"244556","1867-09-01",25.693,1.117,"India",1867,"Normal",78.2474
"244557","1867-10-01",24.019,1.055,"India",1867,"Normal",75.2342
"244558","1867-11-01",21.194,1.46,"India",1867,"Normal",70.1492
"244559","1867-12-01",17.723,1.329,"India",1867,"Cold",63.9014
"244560","1868-01-01",16.346,1.223,"India",1868,"Cold",61.4228
"244561","1868-02-01",18.506,1.497,"India",1868,"Cold",65.3108
"244562","1868-03-01",22.925,1.246,"India",1868,"Normal",73.265
"244563","1868-04-01",27.525,1.424,"India",1868,"Normal",81.545
"244564","1868-05-01",29.913,1.292,"India",1868,"Hot",85.8434
"244565","1868-06-01",28.847,1.091,"India",1868,"Hot",83.9246
"244566","1868-07-01",26.882,1.076,"India",1868,"Normal",80.3876
"244567","1868-08-01",26.182,1.147,"India",1868,"Normal",79.1276
"244568","1868-09-01",25.785,1.147,"India",1868,"Normal",78.413
"244569","1868-10-01",24.29,1.115,"India",1868,"Normal",75.722
"244570","1868-11-01",20.111,1.303,"India",1868,"Normal",68.1998
"244571","1868-12-01",16.897,1.211,"India",1868,"Cold",62.4146
"244572","1869-01-01",16.581,1.43,"India",1869,"Cold",61.8458
"244573","1869-02-01",19.805,1.351,"India",1869,"Cold",67.649
"244574","1869-03-01",23.022,1.313,"India",1869,"Normal",73.4396
"244575","1869-04-01",27.641,1.392,"India",1869,"Normal",81.7538
"244576","1869-05-01",29.692,1.395,"India",1869,"Hot",85.4456
"244577","1869-06-01",28.947,1.153,"India",1869,"Hot",84.1046
"244578","1869-07-01",26.995,1.142,"India",1869,"Normal",80.591
"244579","1869-08-01",25.904,1.266,"India",1869,"Normal",78.6272
"244580","1869-09-01",25.937,1.133,"India",1869,"Normal",78.6866
"244581","1869-10-01",23.832,1.158,"India",1869,"Normal",74.8976
"244582","1869-11-01",20.112,1.091,"India",1869,"Normal",68.2016
"244583","1869-12-01",16.332,1.344,"India",1869,"Cold",61.3976
"244584","1870-01-01",16.51,1.077,"India",1870,"Cold",61.718
"244585","1870-02-01",18.711,1.411,"India",1870,"Cold",65.6798
"244586","1870-03-01",23.23,0.962,"India",1870,"Normal",73.814
"244587","1870-04-01",27.566,1.237,"India",1870,"Normal",81.6188
"244588","1870-05-01",30.15,1.077,"India",1870,"Hot",86.27
"244589","1870-06-01",28.782,1.178,"India",1870,"Hot",83.8076
"244590","1870-07-01",26.588,1.01,"India",1870,"Normal",79.8584
"244591","1870-08-01",25.423,0.904,"India",1870,"Normal",77.7614
"244592","1870-09-01",25.516,0.925,"India",1870,"Normal",77.9288
"244593","1870-10-01",23.732,1.158,"India",1870,"Normal",74.7176
"244594","1870-11-01",20.086,1.423,"India",1870,"Normal",68.1548
"244595","1870-12-01",16.128,1.025,"India",1870,"Cold",61.0304
"244596","1871-01-01",16.165,1.294,"India",1871,"Cold",61.097
"244597","1871-02-01",18.913,1.758,"India",1871,"Cold",66.0434
"244598","1871-03-01",23.25,1.467,"India",1871,"Normal",73.85
"244599","1871-04-01",27.582,1.007,"India",1871,"Normal",81.6476
"244600","1871-05-01",29.435,1.18,"India",1871,"Hot",84.983
"244601","1871-06-01",28.981,1.288,"India",1871,"Hot",84.1658
"244602","1871-07-01",26.534,0.921,"India",1871,"Normal",79.7612
"244603","1871-08-01",26.032,0.85,"India",1871,"Normal",78.8576
"244604","1871-09-01",25.841,0.999,"India",1871,"Normal",78.5138
"244605","1871-10-01",24.036,0.906,"India",1871,"Normal",75.2648
"244606","1871-11-01",19.83,1.028,"India",1871,"Cold",67.694
"244607","1871-12-01",16.783,1.032,"India",1871,"Cold",62.2094
"244608","1872-01-01",16.469,1.642,"India",1872,"Cold",61.6442
"244609","1872-02-01",18.654,1.232,"India",1872,"Cold",65.5772
"244610","1872-03-01",23.876,1.174,"India",1872,"Normal",74.9768
"244611","1872-04-01",27.342,1.356,"India",1872,"Normal",81.2156
"244612","1872-05-01",29.562,0.993,"India",1872,"Hot",85.2116
"244613","1872-06-01",28.741,1.037,"India",1872,"Hot",83.7338
"244614","1872-07-01",26.615,0.965,"India",1872,"Normal",79.907
"244615","1872-08-01",25.727,1.319,"India",1872,"Normal",78.3086
"244616","1872-09-01",25.574,0.87,"India",1872,"Normal",78.0332
"244617","1872-10-01",24.024,0.886,"India",1872,"Normal",75.2432
"244618","1872-11-01",20.055,0.964,"India",1872,"Normal",68.099
"244619","1872-12-01",16.883,1.591,"India",1872,"Cold",62.3894
"244620","1873-01-01",16.271,1.134,"India",1873,"Cold",61.2878
"244621","1873-02-01",19.325,1.167,"India",1873,"Cold",66.785
"244622","1873-03-01",23.128,1.082,"India",1873,"Normal",73.6304
"244623","1873-04-01",27.228,1.177,"India",1873,"Normal",81.0104
"244624","1873-05-01",29.873,1.16,"India",1873,"Hot",85.7714
"244625","1873-06-01",28.762,1.012,"India",1873,"Hot",83.7716
"244626","1873-07-01",26.851,1.185,"India",1873,"Normal",80.3318
"244627","1873-08-01",25.988,0.9,"India",1873,"Normal",78.7784
"244628","1873-09-01",25.632,1.14,"India",1873,"Normal",78.1376
"244629","1873-10-01",24.008,1.01,"India",1873,"Normal",75.2144
"244630","1873-11-01",20.145,0.885,"India",1873,"Normal",68.261
"244631","1873-12-01",17.211,1.033,"India",1873,"Cold",62.9798
"244632","1874-01-01",16.268,1.287,"India",1874,"Cold",61.2824
"244633","1874-02-01",19.066,1.1,"India",1874,"Cold",66.3188
"244634","1874-03-01",22.575,1.231,"India",1874,"Normal",72.635
"244635","1874-04-01",27.611,0.963,"India",1874,"Normal",81.6998
"244636","1874-05-01",29.463,1.12,"India",1874,"Hot",85.0334
"244637","1874-06-01",28.725,1.193,"India",1874,"Hot",83.705
"244638","1874-07-01",26.666,0.94,"India",1874,"Normal",79.9988
"244639","1874-08-01",26.026,0.939,"India",1874,"Normal",78.8468
"244640","1874-09-01",25.55,0.977,"India",1874,"Normal",77.99
"244641","1874-10-01",24.408,1.122,"India",1874,"Normal",75.9344
"244642","1874-11-01",20.685,1.059,"India",1874,"Normal",69.233
"244643","1874-12-01",16.668,1.352,"India",1874,"Cold",62.0024
"244644","1875-01-01",16.312,0.702,"India",1875,"Cold",61.3616
"244645","1875-02-01",18.697,0.827,"India",1875,"Cold",65.6546
"244646","1875-03-01",24.889,0.704,"India",1875,"Normal",76.8002
"244647","1875-04-01",28.22,0.52,"India",1875,"Hot",82.796
"244648","1875-05-01",29.57,0.546,"India",1875,"Hot",85.226
"244649","1875-06-01",28.92,0.88,"India",1875,"Hot",84.056
"244650","1875-07-01",26.566,0.784,"India",1875,"Normal",79.8188
"244651","1875-08-01",25.757,0.388,"India",1875,"Normal",78.3626
"244652","1875-09-01",25.608,0.462,"India",1875,"Normal",78.0944
"244653","1875-10-01",23.003,0.651,"India",1875,"Normal",73.4054
"244654","1875-11-01",20.031,0.435,"India",1875,"Normal",68.0558
"244655","1875-12-01",17.493,0.306,"India",1875,"Cold",63.4874
"244656","1876-01-01",16.989,0.935,"India",1876,"Cold",62.5802
"244657","1876-02-01",19.176,0.728,"India",1876,"Cold",66.5168
"244658","1876-03-01",23.687,1.473,"India",1876,"Normal",74.6366
"244659","1876-04-01",27.541,0.881,"India",1876,"Normal",81.5738
"244660","1876-05-01",30.01,1.038,"India",1876,"Hot",86.018
"244661","1876-06-01",29.635,0.631,"India",1876,"Hot",85.343
"244662","1876-07-01",26.58,0.731,"India",1876,"Normal",79.844
"244663","1876-08-01",25.937,0.609,"India",1876,"Normal",78.6866
"244664","1876-09-01",25.334,0.766,"India",1876,"Normal",77.6012
"244665","1876-10-01",23.16,0.731,"India",1876,"Normal",73.688
"244666","1876-11-01",19.915,1.049,"India",1876,"Cold",67.847
"244667","1876-12-01",16.747,1.064,"India",1876,"Cold",62.1446
"244668","1877-01-01",16.713,1.56,"India",1877,"Cold",62.0834
"244669","1877-02-01",17.823,1.469,"India",1877,"Cold",64.0814
"244670","1877-03-01",23.198,0.452,"India",1877,"Normal",73.7564
"244671","1877-04-01",25.839,0.833,"India",1877,"Normal",78.5102
"244672","1877-05-01",28.607,0.669,"India",1877,"Hot",83.4926
"244673","1877-06-01",29.245,1.741,"India",1877,"Hot",84.641
"244674","1877-07-01",27.837,0.652,"India",1877,"Normal",82.1066
"244675","1877-08-01",27.25,0.724,"India",1877,"Normal",81.05
"244676","1877-09-01",26.533,0.592,"India",1877,"Normal",79.7594
"244677","1877-10-01",23.887,0.649,"India",1877,"Normal",74.9966
"244678","1877-11-01",21.593,0.995,"India",1877,"Normal",70.8674
"244679","1877-12-01",18.068,1.901,"India",1877,"Cold",64.5224
"244680","1878-01-01",16.421,1.197,"India",1878,"Cold",61.5578
"244681","1878-02-01",20.25,0.816,"India",1878,"Normal",68.45
"244682","1878-03-01",24.427,0.606,"India",1878,"Normal",75.9686
"244683","1878-04-01",27.205,0.66,"India",1878,"Normal",80.969
"244684","1878-05-01",28.485,0.356,"India",1878,"Hot",83.273
"244685","1878-06-01",30.349,1.178,"India",1878,"Hot",86.6282
"244686","1878-07-01",27.407,0.705,"India",1878,"Normal",81.3326
"244687","1878-08-01",26.214,0.689,"India",1878,"Normal",79.1852
"244688","1878-09-01",26.356,0.599,"India",1878,"Normal",79.4408
"244689","1878-10-01",24.908,0.487,"India",1878,"Normal",76.8344
"244690","1878-11-01",20.819,0.849,"India",1878,"Normal",69.4742
"244691","1878-12-01",16.732,1.047,"India",1878,"Cold",62.1176
"244692","1879-01-01",16.977,0.562,"India",1879,"Cold",62.5586
"244693","1879-02-01",19.754,0.768,"India",1879,"Cold",67.5572
"244694","1879-03-01",23.725,0.484,"India",1879,"Normal",74.705
"244695","1879-04-01",28.485,1.019,"India",1879,"Hot",83.273
"244696","1879-05-01",30.072,0.864,"India",1879,"Hot",86.1296
"244697","1879-06-01",28.064,0.83,"India",1879,"Hot",82.5152
"244698","1879-07-01",26.626,0.957,"India",1879,"Normal",79.9268
"244699","1879-08-01",25.472,0.525,"India",1879,"Normal",77.8496
"244700","1879-09-01",25.449,0.57,"India",1879,"Normal",77.8082
"244701","1879-10-01",23.679,0.827,"India",1879,"Normal",74.6222
"244702","1879-11-01",18.962,0.455,"India",1879,"Cold",66.1316
"244703","1879-12-01",15.948,0.97,"India",1879,"Cold",60.7064
"244704","1880-01-01",16.969,0.882,"India",1880,"Cold",62.5442
"244705","1880-02-01",18.473,0.517,"India",1880,"Cold",65.2514
"244706","1880-03-01",25.279,0.75,"India",1880,"Normal",77.5022
