"","dt","AverageTemperature","AverageTemperatureUncertainty","Country","year","Category","Temp_F"
"244707","1880-04-01",28.576,0.427,"India",1880,"Hot",83.4368
"244708","1880-05-01",29.532,0.789,"India",1880,"Hot",85.1576
"244709","1880-06-01",28.683,0.565,"India",1880,"Hot",83.6294
"244710","1880-07-01",26.06,0.566,"India",1880,"Normal",78.908
"244711","1880-08-01",26.25,0.526,"India",1880,"Normal",79.25
"244712","1880-09-01",25.552,0.564,"India",1880,"Normal",77.9936
"244713","1880-10-01",24.311,0.665,"India",1880,"Normal",75.7598
"244714","1880-11-01",19.941,1.777,"India",1880,"Cold",67.8938
"244715","1880-12-01",16.703,0.749,"India",1880,"Cold",62.0654
"244716","1881-01-01",16.505,0.627,"India",1881,"Cold",61.709
"244717","1881-02-01",20.048,0.717,"India",1881,"Normal",68.0864
"244718","1881-03-01",22.817,0.546,"India",1881,"Normal",73.0706
"244719","1881-04-01",27.561,0.4,"India",1881,"Normal",81.6098
"244720","1881-05-01",29.857,0.383,"India",1881,"Hot",85.7426
"244721","1881-06-01",28.288,0.755,"India",1881,"Hot",82.9184
"244722","1881-07-01",26.634,0.347,"India",1881,"Normal",79.9412
"244723","1881-08-01",25.898,0.405,"India",1881,"Normal",78.6164
"244724","1881-09-01",25.818,0.376,"India",1881,"Normal",78.4724
"244725","1881-10-01",24.077,0.26,"India",1881,"Normal",75.3386
"244726","1881-11-01",19.683,0.522,"India",1881,"Cold",67.4294
"244727","1881-12-01",16.948,0.748,"India",1881,"Cold",62.5064
"244728","1882-01-01",17.5,0.909,"India",1882,"Cold",63.5
"244729","1882-02-01",18.677,0.517,"India",1882,"Cold",65.6186
"244730","1882-03-01",24.403,0.421,"India",1882,"Normal",75.9254
"244731","1882-04-01",27.314,0.428,"India",1882,"Normal",81.1652
"244732","1882-05-01",28.806,0.597,"India",1882,"Hot",83.8508
"244733","1882-06-01",27.966,0.378,"India",1882,"Normal",82.3388
"244734","1882-07-01",25.87,0.513,"India",1882,"Normal",78.566
"244735","1882-08-01",25.854,0.48,"India",1882,"Normal",78.5372
"244736","1882-09-01",25.64,0.321,"India",1882,"Normal",78.152
"244737","1882-10-01",23.831,0.202,"India",1882,"Normal",74.8958
"244738","1882-11-01",19.63,0.88,"India",1882,"Cold",67.334
"244739","1882-12-01",17.571,0.41,"India",1882,"Cold",63.6278
"244740","1883-01-01",16.645,0.48,"India",1883,"Cold",61.961
"244741","1883-02-01",18.255,0.836,"India",1883,"Cold",64.859
"244742","1883-03-01",23.104,0.667,"India",1883,"Normal",73.5872
"244743","1883-04-01",27.907,0.374,"India",1883,"Normal",82.2326
"244744","1883-05-01",29.436,0.5,"India",1883,"Hot",84.9848
"244745","1883-06-01",28.359,0.398,"India",1883,"Hot",83.0462
"244746","1883-07-01",26.356,0.563,"India",1883,"Normal",79.4408
"244747","1883-08-01",26.535,0.348,"India",1883,"Normal",79.763
"244748","1883-09-01",25.592,0.261,"India",1883,"Normal",78.0656
"244749","1883-10-01",23.517,0.34,"India",1883,"Normal",74.3306
"244750","1883-11-01",19.064,0.373,"India",1883,"Cold",66.3152
"244751","1883-12-01",15.32,0.748,"India",1883,"Cold",59.576
"244752","1884-01-01",16.231,0.527,"India",1884,"Cold",61.2158
"244753","1884-02-01",18.258,0.583,"India",1884,"Cold",64.8644
"244754","1884-03-01",24.038,0.558,"India",1884,"Normal",75.2684
"244755","1884-04-01",27.013,0.621,"India",1884,"Normal",80.6234
"244756","1884-05-01",29.532,0.492,"India",1884,"Hot",85.1576
"244757","1884-06-01",28.623,0.453,"India",1884,"Hot",83.5214
"244758","1884-07-01",26.527,0.383,"India",1884,"Normal",79.7486
"244759","1884-08-01",25.842,0.403,"India",1884,"Normal",78.5156
"244760","1884-09-01",25.247,0.471,"India",1884,"Normal",77.4446
"244761","1884-10-01",22.723,0.559,"India",1884,"Normal",72.9014
"244762","1884-11-01",18.692,0.504,"India",1884,"Cold",65.6456
"244763","1884-12-01",16.162,0.788,"India",1884,"Cold",61.0916
"244764","1885-01-01",16.816,0.718,"India",1885,"Cold",62.2688
"244765","1885-02-01",17.399,0.546,"India",1885,"Cold",63.3182
"244766","1885-03-01",23.56,0.497,"India",1885,"Normal",74.408
"244767","1885-04-01",26.719,0.389,"India",1885,"Normal",80.0942
"244768","1885-05-01",28.011,0.481,"India",1885,"Hot",82.4198
"244769","1885-06-01",28.453,0.416,"India",1885,"Hot",83.2154
"244770","1885-07-01",26.602,0.342,"India",1885,"Normal",79.8836
"244771","1885-08-01",25.976,0.446,"India",1885,"Normal",78.7568
"244772","1885-09-01",25.81,0.509,"India",1885,"Normal",78.458
"244773","1885-10-01",24.144,0.598,"India",1885,"Normal",75.4592
"244774","1885-11-01",20.33,0.666,"India",1885,"Normal",68.594
"244775","1885-12-01",16.859,0.983,"India",1885,"Cold",62.3462
"244776","1886-01-01",16.46,0.691,"India",1886,"Cold",61.628
"244777","1886-02-01",18.399,0.872,"India",1886,"Cold",65.1182
"244778","1886-03-01",23.481,0.423,"India",1886,"Normal",74.2658
"244779","1886-04-01",27.305,0.265,"India",1886,"Normal",81.149
"244780","1886-05-01",29.333,0.507,"India",1886,"Hot",84.7994
"244781","1886-06-01",28.286,0.277,"India",1886,"Hot",82.9148
"244782","1886-07-01",26.298,0.369,"India",1886,"Normal",79.3364
"244783","1886-08-01",25.924,0.3,"India",1886,"Normal",78.6632
"244784","1886-09-01",26.031,0.382,"India",1886,"Normal",78.8558
"244785","1886-10-01",24.463,0.72,"India",1886,"Normal",76.0334
"244786","1886-11-01",20.621,0.552,"India",1886,"Normal",69.1178
"244787","1886-12-01",17.137,0.964,"India",1886,"Cold",62.8466
"244788","1887-01-01",16.279,0.934,"India",1887,"Cold",61.3022
"244789","1887-02-01",18.518,1.014,"India",1887,"Cold",65.3324
"244790","1887-03-01",23.784,0.66,"India",1887,"Normal",74.8112
"244791","1887-04-01",27.448,0.469,"India",1887,"Normal",81.4064
"244792","1887-05-01",30.062,0.605,"India",1887,"Hot",86.1116
"244793","1887-06-01",28.087,0.412,"India",1887,"Hot",82.5566
"244794","1887-07-01",25.998,0.578,"India",1887,"Normal",78.7964
"244795","1887-08-01",25.397,0.437,"India",1887,"Normal",77.7146
"244796","1887-09-01",25.331,0.537,"India",1887,"Normal",77.5958
"244797","1887-10-01",23.379,0.439,"India",1887,"Normal",74.0822
"244798","1887-11-01",19.978,0.736,"India",1887,"Cold",67.9604
"244799","1887-12-01",16.805,0.673,"India",1887,"Cold",62.249
"244800","1888-01-01",15.716,1.105,"India",1888,"Cold",60.2888
"244801","1888-02-01",18.912,0.943,"India",1888,"Cold",66.0416
"244802","1888-03-01",24.513,0.765,"India",1888,"Normal",76.1234
"244803","1888-04-01",27.886,0.796,"India",1888,"Normal",82.1948
"244804","1888-05-01",29.386,0.457,"India",1888,"Hot",84.8948
"244805","1888-06-01",29.188,0.658,"India",1888,"Hot",84.5384
"244806","1888-07-01",26.423,0.441,"India",1888,"Normal",79.5614
"244807","1888-08-01",25.681,0.442,"India",1888,"Normal",78.2258
"244808","1888-09-01",25.871,0.443,"India",1888,"Normal",78.5678
"244809","1888-10-01",23.928,0.609,"India",1888,"Normal",75.0704
"244810","1888-11-01",20.342,0.545,"India",1888,"Normal",68.6156
"244811","1888-12-01",16.586,0.777,"India",1888,"Cold",61.8548
"244812","1889-01-01",17.616,0.508,"India",1889,"Cold",63.7088
"244813","1889-02-01",19.321,0.567,"India",1889,"Cold",66.7778
"244814","1889-03-01",24.723,0.577,"India",1889,"Normal",76.5014
"244815","1889-04-01",28.13,0.631,"India",1889,"Hot",82.634
"244816","1889-05-01",30.025,0.331,"India",1889,"Hot",86.045
"244817","1889-06-01",28.727,0.286,"India",1889,"Hot",83.7086
"244818","1889-07-01",26.822,0.301,"India",1889,"Normal",80.2796
"244819","1889-08-01",26.025,0.366,"India",1889,"Normal",78.845
"244820","1889-09-01",26.049,0.574,"India",1889,"Normal",78.8882
"244821","1889-10-01",23.428,0.245,"India",1889,"Normal",74.1704
"244822","1889-11-01",19.834,0.709,"India",1889,"Cold",67.7012
"244823","1889-12-01",17.158,1.056,"India",1889,"Cold",62.8844
"244824","1890-01-01",17.122,0.578,"India",1890,"Cold",62.8196
"244825","1890-02-01",19.845,1.011,"India",1890,"Cold",67.721
"244826","1890-03-01",23.896,0.863,"India",1890,"Normal",75.0128
"244827","1890-04-01",27.79,0.785,"India",1890,"Normal",82.022
"244828","1890-05-01",29.95,0.869,"India",1890,"Hot",85.91
"244829","1890-06-01",28.113,0.406,"India",1890,"Hot",82.6034
"244830","1890-07-01",25.692,0.293,"India",1890,"Normal",78.2456
"244831","1890-08-01",25.275,0.371,"India",1890,"Normal",77.495
"244832","1890-09-01",25.557,0.506,"India",1890,"Normal",78.0026
"244833","1890-10-01",23.61,0.359,"India",1890,"Normal",74.498
"244834","1890-11-01",20.016,0.512,"India",1890,"Normal",68.0288
"244835","1890-12-01",17.515,0.634,"India",1890,"Cold",63.527
"244836","1891-01-01",16.583,0.741,"India",1891,"Cold",61.8494
"244837","1891-02-01",18.055,0.515,"India",1891,"Cold",64.499
"244838","1891-03-01",22.014,0.257,"India",1891,"Normal",71.6252
"244839","1891-04-01",27.375,0.265,"India",1891,"Normal",81.275
"244840","1891-05-01",29.183,0.34,"India",1891,"Hot",84.5294
"244841","1891-06-01",29.954,0.363,"India",1891,"Hot",85.9172
"244842","1891-07-01",27.32,0.261,"India",1891,"Normal",81.176
"244843","1891-08-01",26.023,0.239,"India",1891,"Normal",78.8414
"244844","1891-09-01",25.934,0.483,"India",1891,"Normal",78.6812
"244845","1891-10-01",23.631,0.286,"India",1891,"Normal",74.5358
"244846","1891-11-01",20.453,0.542,"India",1891,"Normal",68.8154
"244847","1891-12-01",17.246,0.476,"India",1891,"Cold",63.0428
"244848","1892-01-01",17.621,0.563,"India",1892,"Cold",63.7178
"244849","1892-02-01",19.994,0.359,"India",1892,"Cold",67.9892
"244850","1892-03-01",24.809,0.784,"India",1892,"Normal",76.6562
"244851","1892-04-01",29.378,0.44,"India",1892,"Hot",84.8804
"244852","1892-05-01",30.172,0.575,"India",1892,"Hot",86.3096
"244853","1892-06-01",28.556,0.395,"India",1892,"Hot",83.4008
"244854","1892-07-01",26.768,0.362,"India",1892,"Normal",80.1824
"244855","1892-08-01",25.578,0.376,"India",1892,"Normal",78.0404
"244856","1892-09-01",25.382,0.298,"India",1892,"Normal",77.6876
"244857","1892-10-01",23.693,0.292,"India",1892,"Normal",74.6474
"244858","1892-11-01",19.384,0.681,"India",1892,"Cold",66.8912
"244859","1892-12-01",16.543,0.737,"India",1892,"Cold",61.7774
"244860","1893-01-01",15.643,0.559,"India",1893,"Cold",60.1574
"244861","1893-02-01",16.57,0.613,"India",1893,"Cold",61.826
"244862","1893-03-01",21.431,0.549,"India",1893,"Normal",70.5758
"244863","1893-04-01",27.218,0.419,"India",1893,"Normal",80.9924
"244864","1893-05-01",28.666,0.368,"India",1893,"Hot",83.5988
"244865","1893-06-01",27.484,0.524,"India",1893,"Normal",81.4712
"244866","1893-07-01",25.981,0.395,"India",1893,"Normal",78.7658
"244867","1893-08-01",25.967,0.288,"India",1893,"Normal",78.7406
"244868","1893-09-01",25.164,0.277,"India",1893,"Normal",77.2952
"244869","1893-10-01",23.474,0.389,"India",1893,"Normal",74.2532
"244870","1893-11-01",20.213,0.532,"India",1893,"Normal",68.3834
"244871","1893-12-01",16.867,0.6,"India",1893,"Cold",62.3606
"244872","1894-01-01",16.849,0.615,"India",1894,"Cold",62.3282
"244873","1894-02-01",19.819,0.538,"India",1894,"Cold",67.6742
"244874","1894-03-01",23.497,0.655,"India",1894,"Normal",74.2946
"244875","1894-04-01",27.478,0.345,"India",1894,"Normal",81.4604
"244876","1894-05-01",30.165,0.246,"India",1894,"Hot",86.297
"244877","1894-06-01",28.334,0.171,"India",1894,"Hot",83.0012
"244878","1894-07-01",26.176,0.197,"India",1894,"Normal",79.1168
"244879","1894-08-01",25.688,0.531,"India",1894,"Normal",78.2384
"244880","1894-09-01",25.646,0.376,"India",1894,"Normal",78.1628
"244881","1894-10-01",23.942,0.259,"India",1894,"Normal",75.0956
"244882","1894-11-01",19.677,0.559,"India",1894,"Cold",67.4186
"244883","1894-12-01",17.029,0.573,"India",1894,"Cold",62.6522
"244884","1895-01-01",16.557,0.539,"India",1895,"Cold",61.8026
"244885","1895-02-01",19.108,0.341,"India",1895,"Cold",66.3944
"244886","1895-03-01",23.521,0.365,"India",1895,"Normal",74.3378
"244887","1895-04-01",26.867,0.407,"India",1895,"Normal",80.3606
"244888","1895-05-01",30.519,0.382,"India",1895,"Hot",86.9342
"244889","1895-06-01",28.625,0.328,"India",1895,"Hot",83.525
"244890","1895-07-01",26.814,0.314,"India",1895,"Normal",80.2652
"244891","1895-08-01",25.9,0.391,"India",1895,"Normal",78.62
"244892","1895-09-01",26.143,0.286,"India",1895,"Normal",79.0574
"244893","1895-10-01",23.662,0.308,"India",1895,"Normal",74.5916
"244894","1895-11-01",21.269,0.405,"India",1895,"Normal",70.2842
"244895","1895-12-01",16.616,0.458,"India",1895,"Cold",61.9088
"244896","1896-01-01",16.9,0.31,"India",1896,"Cold",62.42
"244897","1896-02-01",19.769,0.412,"India",1896,"Cold",67.5842
"244898","1896-03-01",24.66,0.449,"India",1896,"Normal",76.388
"244899","1896-04-01",28.822,0.463,"India",1896,"Hot",83.8796
"244900","1896-05-01",30.707,0.257,"India",1896,"Hot",87.2726
"244901","1896-06-01",28.757,0.26,"India",1896,"Hot",83.7626
"244902","1896-07-01",27.2,0.229,"India",1896,"Normal",80.96
"244903","1896-08-01",26.02,0.438,"India",1896,"Normal",78.836
"244904","1896-09-01",26.452,0.409,"India",1896,"Normal",79.6136
"244905","1896-10-01",24.853,0.392,"India",1896,"Normal",76.7354
"244906","1896-11-01",21.296,0.41,"India",1896,"Normal",70.3328
"244907","1896-12-01",17.417,0.445,"India",1896,"Cold",63.3506
"244908","1897-01-01",17.445,0.764,"India",1897,"Cold",63.401
"244909","1897-02-01",19.908,0.296,"India",1897,"Cold",67.8344
"244910","1897-03-01",23.659,0.41,"India",1897,"Normal",74.5862
"244911","1897-04-01",27.817,0.585,"India",1897,"Normal",82.0706
"244912","1897-05-01",30.695,0.446,"India",1897,"Hot",87.251
"244913","1897-06-01",29.702,0.462,"India",1897,"Hot",85.4636
"244914","1897-07-01",27.681,0.277,"India",1897,"Normal",81.8258
"244915","1897-08-01",26.355,0.376,"India",1897,"Normal",79.439
"244916","1897-09-01",26.106,0.404,"India",1897,"Normal",78.9908
"244917","1897-10-01",24.127,0.561,"India",1897,"Normal",75.4286
"244918","1897-11-01",20.43,0.635,"India",1897,"Normal",68.774
"244919","1897-12-01",16.709,0.391,"India",1897,"Cold",62.0762
"244920","1898-01-01",16.897,0.856,"India",1898,"Cold",62.4146
"244921","1898-02-01",18.688,0.521,"India",1898,"Cold",65.6384
"244922","1898-03-01",23.92,0.456,"India",1898,"Normal",75.056
"244923","1898-04-01",28.917,0.46,"India",1898,"Hot",84.0506
"244924","1898-05-01",30.043,0.448,"India",1898,"Hot",86.0774
"244925","1898-06-01",29.207,0.39,"India",1898,"Hot",84.5726
"244926","1898-07-01",26.681,0.37,"India",1898,"Normal",80.0258
"244927","1898-08-01",26.133,0.413,"India",1898,"Normal",79.0394
"244928","1898-09-01",25.725,0.159,"India",1898,"Normal",78.305
"244929","1898-10-01",24.304,0.213,"India",1898,"Normal",75.7472
"244930","1898-11-01",20.619,0.495,"India",1898,"Normal",69.1142
"244931","1898-12-01",17.632,0.641,"India",1898,"Cold",63.7376
"244932","1899-01-01",15.345,0.622,"India",1899,"Cold",59.621
"244933","1899-02-01",19.528,0.475,"India",1899,"Cold",67.1504
"244934","1899-03-01",24.715,0.466,"India",1899,"Normal",76.487
"244935","1899-04-01",27.011,0.481,"India",1899,"Normal",80.6198
"244936","1899-05-01",29.985,0.394,"India",1899,"Hot",85.973
"244937","1899-06-01",28.529,0.47,"India",1899,"Hot",83.3522
"244938","1899-07-01",26.958,0.393,"India",1899,"Normal",80.5244
"244939","1899-08-01",27.312,0.295,"India",1899,"Normal",81.1616
"244940","1899-09-01",26.907,0.413,"India",1899,"Normal",80.4326
"244941","1899-10-01",24.852,0.301,"India",1899,"Normal",76.7336
"244942","1899-11-01",20.945,0.292,"India",1899,"Normal",69.701
"244943","1899-12-01",17.974,0.446,"India",1899,"Cold",64.3532
"244944","1/1/00",17.385,0.651,"India",NA,"Cold",63.293
"244945","2/1/00",20.05,0.694,"India",NA,"Normal",68.09
"244946","3/1/00",24.958,0.463,"India",NA,"Normal",76.9244
"244947","4/1/00",27.672,0.491,"India",NA,"Normal",81.8096
"244948","5/1/00",29.772,0.237,"India",NA,"Hot",85.5896
"244949","6/1/00",29.928,0.5,"India",NA,"Hot",85.8704
"244950","7/1/00",27.609,0.637,"India",NA,"Normal",81.6962
"244951","8/1/00",26.493,0.441,"India",NA,"Normal",79.6874
"244952","9/1/00",25.643,0.316,"India",NA,"Normal",78.1574
"244953","10/1/00",23.674,0.432,"India",NA,"Normal",74.6132
"244954","11/1/00",21.122,0.341,"India",NA,"Normal",70.0196
"244955","12/1/00",18.108,0.589,"India",NA,"Cold",64.5944
"244956","1/1/01",16.172,0.316,"India",NA,"Cold",61.1096
"244957","2/1/01",18.506,0.538,"India",NA,"Cold",65.3108
"244958","3/1/01",23.703,0.386,"India",NA,"Normal",74.6654
"244959","4/1/01",27.474,0.566,"India",NA,"Normal",81.4532
"244960","5/1/01",29.787,0.473,"India",NA,"Hot",85.6166
"244961","6/1/01",29.944,0.314,"India",NA,"Hot",85.8992
"244962","7/1/01",27.522,0.415,"India",NA,"Normal",81.5396
"244963","8/1/01",26.179,0.332,"India",NA,"Normal",79.1222
"244964","9/1/01",26.296,0.406,"India",NA,"Normal",79.3328
"244965","10/1/01",25.146,0.301,"India",NA,"Normal",77.2628
"244966","11/1/01",20.879,0.352,"India",NA,"Normal",69.5822
"244967","12/1/01",17.403,0.439,"India",NA,"Cold",63.3254
"244968","1/1/02",17.719,0.576,"India",NA,"Cold",63.8942
"244969","2/1/02",19.867,0.478,"India",NA,"Cold",67.7606
"244970","3/1/02",25.17,0.289,"India",NA,"Normal",77.306
"244971","4/1/02",27.848,0.302,"India",NA,"Normal",82.1264
"244972","5/1/02",30.26,0.551,"India",NA,"Hot",86.468
"244973","6/1/02",29.534,0.59,"India",NA,"Hot",85.1612
"244974","7/1/02",27.214,0.473,"India",NA,"Normal",80.9852
"244975","8/1/02",26.967,0.381,"India",NA,"Normal",80.5406
"244976","9/1/02",25.887,0.288,"India",NA,"Normal",78.5966
"244977","10/1/02",24.213,0.274,"India",NA,"Normal",75.5834
"244978","11/1/02",20.255,0.216,"India",NA,"Normal",68.459
"244979","12/1/02",16.89,0.543,"India",NA,"Cold",62.402
"244980","1/1/03",16.939,0.564,"India",NA,"Cold",62.4902
"244981","2/1/03",18.644,0.532,"India",NA,"Cold",65.5592
"244982","3/1/03",22.983,0.421,"India",NA,"Normal",73.3694
"244983","4/1/03",27.185,0.477,"India",NA,"Normal",80.933
"244984","5/1/03",29.496,0.274,"India",NA,"Hot",85.0928
"244985","6/1/03",29.878,0.404,"India",NA,"Hot",85.7804
"244986","7/1/03",27.564,0.445,"India",NA,"Normal",81.6152
"244987","8/1/03",26.195,0.347,"India",NA,"Normal",79.151
"244988","9/1/03",26.061,0.433,"India",NA,"Normal",78.9098
"244989","10/1/03",24.075,0.336,"India",NA,"Normal",75.335
"244990","11/1/03",19.707,0.495,"India",NA,"Cold",67.4726
"244991","12/1/03",16.482,0.483,"India",NA,"Cold",61.6676
"244992","1/1/04",16.723,0.621,"India",NA,"Cold",62.1014
"244993","2/1/04",19.177,0.527,"India",NA,"Cold",66.5186
"244994","3/1/04",23.349,0.336,"India",NA,"Normal",74.0282
"244995","4/1/04",28.047,0.225,"India",NA,"Hot",82.4846
"244996","5/1/04",29.465,0.349,"India",NA,"Hot",85.037
"244997","6/1/04",28.616,0.352,"India",NA,"Hot",83.5088
"244998","7/1/04",26.408,0.42,"India",NA,"Normal",79.5344
"244999","8/1/04",26.085,0.457,"India",NA,"Normal",78.953
"245000","9/1/04",25.904,0.274,"India",NA,"Normal",78.6272
"245001","10/1/04",24.244,0.209,"India",NA,"Normal",75.6392
"245002","11/1/04",19.988,0.324,"India",NA,"Cold",67.9784
"245003","12/1/04",17.096,0.3,"India",NA,"Cold",62.7728
"245004","1/1/05",15.754,0.591,"India",NA,"Cold",60.3572
"245005","2/1/05",16.043,0.499,"India",NA,"Cold",60.8774
"245006","3/1/05",21.969,0.378,"India",NA,"Normal",71.5442
"245007","4/1/05",25.546,0.271,"India",NA,"Normal",77.9828
"245008","5/1/05",30.149,0.375,"India",NA,"Hot",86.2682
"245009","6/1/05",30.124,0.394,"India",NA,"Hot",86.2232
"245010","7/1/05",27.231,0.36,"India",NA,"Normal",81.0158
"245011","8/1/05",26.637,0.298,"India",NA,"Normal",79.9466
"245012","9/1/05",26.23,0.27,"India",NA,"Normal",79.214
"245013","10/1/05",24.48,0.305,"India",NA,"Normal",76.064
"245014","11/1/05",21.126,0.333,"India",NA,"Normal",70.0268
"245015","12/1/05",16.891,0.476,"India",NA,"Cold",62.4038
"245016","1/1/06",16.315,0.481,"India",NA,"Cold",61.367
"245017","2/1/06",18.395,0.388,"India",NA,"Cold",65.111
"245018","3/1/06",22.443,0.256,"India",NA,"Normal",72.3974
"245019","4/1/06",27.78,0.378,"India",NA,"Normal",82.004
"245020","5/1/06",30.947,0.464,"India",NA,"Hot",87.7046
"245021","6/1/06",28.841,0.47,"India",NA,"Hot",83.9138
"245022","7/1/06",27.041,0.374,"India",NA,"Normal",80.6738
"245023","8/1/06",26.192,0.306,"India",NA,"Normal",79.1456
"245024","9/1/06",25.791,0.215,"India",NA,"Normal",78.4238
"245025","10/1/06",24.247,0.237,"India",NA,"Normal",75.6446
"245026","11/1/06",21.004,0.197,"India",NA,"Normal",69.8072
"245027","12/1/06",17.661,0.577,"India",NA,"Cold",63.7898
"245028","1/1/07",17.669,0.428,"India",NA,"Cold",63.8042
"245029","2/1/07",18.583,0.343,"India",NA,"Cold",65.4494
"245030","3/1/07",22.283,0.197,"India",NA,"Normal",72.1094
"245031","4/1/07",25.785,0.351,"India",NA,"Normal",78.413
"245032","5/1/07",28.962,0.413,"India",NA,"Hot",84.1316
"245033","6/1/07",28.919,0.294,"India",NA,"Hot",84.0542
"245034","7/1/07",27.661,0.278,"India",NA,"Normal",81.7898
"245035","8/1/07",25.709,0.402,"India",NA,"Normal",78.2762
"245036","9/1/07",26.164,0.341,"India",NA,"Normal",79.0952
"245037","10/1/07",24.728,0.161,"India",NA,"Normal",76.5104
"245038","11/1/07",21.125,0.358,"India",NA,"Normal",70.025
"245039","12/1/07",16.537,0.372,"India",NA,"Cold",61.7666
"245040","1/1/08",16.417,0.45,"India",NA,"Cold",61.5506
"245041","2/1/08",19.246,0.489,"India",NA,"Cold",66.6428
"245042","3/1/08",23.22,0.281,"India",NA,"Normal",73.796
"245043","4/1/08",28.495,0.141,"India",NA,"Hot",83.291
"245044","5/1/08",29.963,0.344,"India",NA,"Hot",85.9334
"245045","6/1/08",29.695,0.284,"India",NA,"Hot",85.451
"245046","7/1/08",26.375,0.284,"India",NA,"Normal",79.475
"245047","8/1/08",25.649,0.349,"India",NA,"Normal",78.1682
"245048","9/1/08",25.751,0.327,"India",NA,"Normal",78.3518
"245049","10/1/08",24.058,0.279,"India",NA,"Normal",75.3044
"245050","11/1/08",19.831,0.385,"India",NA,"Cold",67.6958
"245051","12/1/08",16.203,0.606,"India",NA,"Cold",61.1654
"245052","1/1/09",16.949,0.356,"India",NA,"Cold",62.5082
"245053","2/1/09",18.947,0.328,"India",NA,"Cold",66.1046
"245054","3/1/09",24.33,0.239,"India",NA,"Normal",75.794
"245055","4/1/09",26.163,0.32,"India",NA,"Normal",79.0934
"245056","5/1/09",29.56,0.263,"India",NA,"Hot",85.208
"245057","6/1/09",28.083,0.266,"India",NA,"Hot",82.5494
"245058","7/1/09",26.132,0.428,"India",NA,"Normal",79.0376
"245059","8/1/09",25.887,0.328,"India",NA,"Normal",78.5966
"245060","9/1/09",25.544,0.298,"India",NA,"Normal",77.9792
"245061","10/1/09",24.164,0.442,"India",NA,"Normal",75.4952
"245062","11/1/09",20.99,0.286,"India",NA,"Normal",69.782
"245063","12/1/09",17.183,0.372,"India",NA,"Cold",62.9294
"245064","1/1/10",16.613,0.494,"India",NA,"Cold",61.9034
"245065","2/1/10",19.175,0.419,"India",NA,"Cold",66.515
"245066","3/1/10",23.656,0.241,"India",NA,"Normal",74.5808
"245067","4/1/10",27.272,0.254,"India",NA,"Normal",81.0896
"245068","5/1/10",29.873,0.248,"India",NA,"Hot",85.7714
"245069","6/1/10",28.268,0.127,"India",NA,"Hot",82.8824
"245070","7/1/10",26.461,0.195,"India",NA,"Normal",79.6298
"245071","8/1/10",25.956,0.257,"India",NA,"Normal",78.7208
"245072","9/1/10",25.724,0.258,"India",NA,"Normal",78.3032
"245073","10/1/10",23.633,0.343,"India",NA,"Normal",74.5394
"245074","11/1/10",19.419,0.295,"India",NA,"Cold",66.9542
"245075","12/1/10",16.48,0.455,"India",NA,"Cold",61.664
"245076","1/1/11",17.656,0.417,"India",NA,"Cold",63.7808
"245077","2/1/11",18.779,0.572,"India",NA,"Cold",65.8022
"245078","3/1/11",22.388,0.323,"India",NA,"Normal",72.2984
"245079","4/1/11",27.185,0.222,"India",NA,"Normal",80.933
"245080","5/1/11",30.436,0.369,"India",NA,"Hot",86.7848
"245081","6/1/11",28.41,0.16,"India",NA,"Hot",83.138
"245082","7/1/11",27.672,0.231,"India",NA,"Normal",81.8096
"245083","8/1/11",26.348,0.256,"India",NA,"Normal",79.4264
"245084","9/1/11",25.879,0.222,"India",NA,"Normal",78.5822
"245085","10/1/11",24.503,0.271,"India",NA,"Normal",76.1054
"245086","11/1/11",20.135,0.356,"India",NA,"Normal",68.243
"245087","12/1/11",17.041,0.666,"India",NA,"Cold",62.6738
"245088","1/1/12",17.237,0.64,"India",NA,"Cold",63.0266
"245089","2/1/12",20.148,0.494,"India",NA,"Normal",68.2664
"245090","3/1/12",23.552,0.349,"India",NA,"Normal",74.3936
"245091","4/1/12",27.244,0.285,"India",NA,"Normal",81.0392
"245092","5/1/12",30.203,0.221,"India",NA,"Hot",86.3654
"245093","6/1/12",30.139,0.225,"India",NA,"Hot",86.2502
"245094","7/1/12",27.001,0.174,"India",NA,"Normal",80.6018
"245095","8/1/12",26.04,0.214,"India",NA,"Normal",78.872
"245096","9/1/12",25.765,0.293,"India",NA,"Normal",78.377
"245097","10/1/12",24.246,0.282,"India",NA,"Normal",75.6428
"245098","11/1/12",19.889,0.255,"India",NA,"Cold",67.8002
"245099","12/1/12",16.621,0.197,"India",NA,"Cold",61.9178
"245100","1/1/13",16.626,0.451,"India",NA,"Cold",61.9268
"245101","2/1/13",19.358,0.246,"India",NA,"Cold",66.8444
"245102","3/1/13",22.333,0.2,"India",NA,"Normal",72.1994
"245103","4/1/13",28.176,0.239,"India",NA,"Hot",82.7168
"245104","5/1/13",29.167,0.23,"India",NA,"Hot",84.5006
"245105","6/1/13",27.926,0.148,"India",NA,"Normal",82.2668
"245106","7/1/13",26.644,0.283,"India",NA,"Normal",79.9592
"245107","8/1/13",26.228,0.457,"India",NA,"Normal",79.2104
"245108","9/1/13",26.316,0.533,"India",NA,"Normal",79.3688
"245109","10/1/13",24.574,0.398,"India",NA,"Normal",76.2332
"245110","11/1/13",20.15,0.311,"India",NA,"Normal",68.27
"245111","12/1/13",16.912,0.406,"India",NA,"Cold",62.4416
